FULLNAME,POSTCODE,CUSTID,IPID,PRODUCTNAME,QUOTECOUNT,POLICYNO,QUOTEDATE,QUOTE_PRODUCT,ORIGINALPREMIUM,TOTALPREMIUMPAYABLE,CREATEDDATE,BRAND,BRANCHCODE,POLICY_STATUS_DESC,TYPEOFCOVER_DESC,INSURER_NAME,INCEPTIONDATE,RENEWALDATE
Brian Byrne,HU7E 3FT,c5a7f7b8b915887d67571e0279edaed3,646170,AgeasDirectPC,9,GDCCA06442649,2023-05-01,AgeasDirectPC,185.29,,2023-05-31,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2022-06-07,2024-06-07
Eleanor Pugh,HU7P 7GQ,3aa1d50f8cb07aa1359cd14c3b1c525d,191565,AgeasDirectPC,64,GDCCA06988892,2023-05-05,AgeasDirectPC,1611.08,,2023-05-13,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-05-10,2024-05-10
Eleanor Pugh,HU7P 7GQ,3aa1d50f8cb07aa1359cd14c3b1c525d,191565,AgeasDirectPC,64,GDCCA06988892,2023-05-05,AgeasDirectPC,1611.08,,2023-05-03,AgeasDirect,AUTO,Quotation,Comprehensive,Ageas,2023-05-02,2024-05-02
Trevor Phillips,HU8 5LW,efa15fcfc648901b4451a8f3d6937732,782714,AgeasDirectPC,18,ACE676645-03,2023-05-05,MotorPanel,,0.00,2023-05-19,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-06-16,2024-06-16
Marcus Preston,HU8 7TJ,3b8ac4249ea27d31592f33cc38d81bc2,194721,AgeasDirectPC,9,GDCCA06441634,2023-05-01,AgeasDirectPC,267.77,,2023-05-16,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2022-06-07,2024-06-07
Gareth Hussain,HU82 6GF,b8555291cfff793d04e33e181d8fd780,602521,AgeasDirectPC,6,GDCCA05936387,2023-05-01,AgeasDirectPC,214.20,,2023-05-06,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2021-10-01,2023-10-01
Gareth Hussain,HU82 6GF,b8555291cfff793d04e33e181d8fd780,602521,AgeasDirectPC,6,GDCCA05936387,2023-05-05,AgeasDirectPC,214.20,0.00,2023-05-06,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2021-10-01,2023-10-01
Gareth Hussain,HU82 6GF,b8555291cfff793d04e33e181d8fd780,602521,AgeasDirectPC,6,GDCCA05936387,2023-05-05,AgeasDirectPC,214.20,,2023-05-06,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2021-10-01,2023-10-01
Gareth Hussain,HU82 6GF,b8555291cfff793d04e33e181d8fd780,602521,AgeasDirectPC,6,GDCCA05936387,2023-05-05,AgeasDirectPC,214.20,0.00,2023-05-06,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2021-10-01,2023-10-01
Gareth Hussain,HU82 6GF,b8555291cfff793d04e33e181d8fd780,602521,AgeasDirectPC,6,GDCCA05936387,2023-05-05,AgeasDirectPC,214.20,,2023-05-06,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2021-10-01,2023-10-01
Gareth Hussain,HU82 6GF,b8555291cfff793d04e33e181d8fd780,602521,AgeasDirectPC,6,GDCCA05936387,2023-05-01,AgeasDirectPC,214.20,0.00,2023-05-06,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2021-10-01,2023-10-01
Jake Butcher,HU89 4AX,b2e448643331e0acbbe2791f6a6dda8a,584844,RIASPC,10,GDCCA02227776,2023-05-03,RIASPC,556.31,,2023-05-31,Rias,AUTO,Renewed,Comprehensive,Ageas RIAS,2018-06-29,2024-06-29
Jake Butcher,HU89 4AX,33dea4bc621f4abcfe4b3371137d6d18,169420,AgeasDirectPC,19,GDCCA02227776,2023-05-03,RIASPC,556.31,,2023-05-06,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-05-05,2024-05-05
Albert Turner,HU9 0JB,fb8a6e5e89687ccbe18b4a822380403f,821670,AgeasDirectPC,8,AC2040935-04,2023-05-02,MotorPanel,,0.00,2023-05-20,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-05-19,2024-05-19
Natasha Parry,HU9 0BL,3197894725e29cb6f8987488180fc84c,161966,RIASPC,6,GDCCA02208671,2023-05-03,RIASPC,428.15,,2023-05-18,Rias,AUTO,Renewed,Comprehensive,Ageas RIAS,2018-06-14,2024-06-14
Rachael Miller,HU9 9YD,ce9f6a163e16ac53b67c067b1e39ef23,675452,AgeasDirectPC,71,AP1799761-03,2023-05-03,MotorPanel,,0.00,2023-05-19,AgeasDirect,AUTO,Quotation,Comprehensive,Ageas,2023-05-18,2024-05-18
Rachael Miller,HU9 9YD,ce9f6a163e16ac53b67c067b1e39ef23,675452,AgeasDirectPC,71,AP1799761-03,2023-05-03,MotorPanel,,0.00,2023-05-17,AgeasDirect,AUTO,Quotation,Comprehensive,Ageas,2023-05-17,2024-05-17
Rachael Miller,HU9 9YD,ce9f6a163e16ac53b67c067b1e39ef23,675452,AgeasDirectPC,71,AP1799761-03,2023-05-03,MotorPanel,,0.00,2023-05-20,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-05-19,2024-05-19
Stuart Norman,HU9B 6QP,d04a6a2326bf1cf19e254d8c835e7e22,680872,AgeasDirectPC,7,GDCCA06479916,2023-05-05,AgeasDirectPC,1302.46,0.00,2023-05-06,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2022-08-03,2023-08-03
Stuart Norman,HU9B 6QP,d04a6a2326bf1cf19e254d8c835e7e22,680872,AgeasDirectPC,7,GDCCA06479916,2023-05-05,AgeasDirectPC,1302.46,,2023-05-06,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2022-08-03,2023-08-03
Stuart Norman,HU9B 6QP,d04a6a2326bf1cf19e254d8c835e7e22,680872,AgeasDirectPC,7,GDCCA06479916,2023-05-05,AgeasDirectPC,1302.46,0.00,2023-05-06,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2022-08-03,2023-08-03
Stuart Norman,HU9B 6QP,d04a6a2326bf1cf19e254d8c835e7e22,680872,AgeasDirectPC,7,GDCCA06479916,2023-05-05,AgeasDirectPC,1302.46,,2023-05-06,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2022-08-03,2023-08-03
Tina Reid,HX0 4AJ,d722fc7468d96fa82aff6ab34bba1b4f,702984,RIASPC,10,GDCCA06220411,2023-05-03,RIASPC,153.89,,2023-05-09,Rias,AUTO,Confirmed,Comprehensive,Ageas RIAS,2023-06-06,2024-06-06
Tina Reid,HX0 4AJ,57e5a30fc8f5805af41866c8df92f6be,287387,RIASPC,19,GDCCA06220411,2023-05-03,RIASPC,153.89,,2023-05-24,Rias,AUTO,In The Renewal Cycle,Comprehensive,Ageas RIAS,2022-06-16,2023-06-16
Simon Jones,HX1 5ZH,cce9f449265f80b770b628d4ae2098e2,669800,AgeasDirectPC,24,ACE590087-08,2023-05-03,MotorPanel,,0.00,2023-05-21,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-05-21,2024-05-21
Marc Chapman,HX17 5DR,ef64996e17a1879152a6667df595a2b4,781930,AgeasDirectPC,6,GDCCA06968242,2023-05-02,AgeasDirectPC,1979.09,,2023-05-12,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-03-29,2024-03-29
Marie Holmes,HX1R 2LE,d00958e80ceb8bd205e93efd881a8c84,679983,AgeasDirectPC,28,ACE142710-01,2023-05-01,MotorPanel,,0.00,2023-05-12,AgeasDirect,AUTO,Quotation,Comprehensive,Ageas,2023-05-29,2024-05-29
Marie Holmes,HX1R 2LE,d00958e80ceb8bd205e93efd881a8c84,679983,AgeasDirectPC,28,ACE142710-01,2023-05-01,MotorPanel,,0.00,2023-05-28,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-05-28,2024-05-28
Hilary Harding,HX32 5EH,3f7ae3cfd3efa4ce233d51a998eed63a,207535,RIASPC,7,GDCCA06220312,2023-05-05,RIASPC,1937.36,,2023-05-17,Rias,AUTO,Renewed,Comprehensive,Ageas RIAS,2022-06-11,2024-06-11
Hilary Harding,HX32 5EH,3f7ae3cfd3efa4ce233d51a998eed63a,207535,RIASPC,7,GDCCA06220312,2023-05-03,RIASPC,1937.36,,2023-05-17,Rias,AUTO,Renewed,Comprehensive,Ageas RIAS,2022-06-11,2024-06-11
Carol Jones,HX34 1YJ,1cb77a6ede8a7a1a6c2fcfd47f909742,93399,RIASPC,10,GDCCA06249073,2023-05-05,RIASPC,270.62,0.00,2023-05-09,Rias,AUTO,Confirmed,Comprehensive,Ageas RIAS,2023-01-21,2024-01-21
Carol Jones,HX34 1YJ,1cb77a6ede8a7a1a6c2fcfd47f909742,93399,RIASPC,10,GDCCA06249073,2023-05-05,RIASPC,270.62,,2023-05-09,Rias,AUTO,Confirmed,Comprehensive,Ageas RIAS,2023-01-21,2024-01-21
Carol Jones,HX34 1YJ,1cb77a6ede8a7a1a6c2fcfd47f909742,93399,RIASPC,10,GDCCA06249073,2023-05-05,RIASPC,270.62,0.00,2023-05-09,Rias,AUTO,Confirmed,Comprehensive,Ageas RIAS,2023-01-21,2024-01-21
Carol Jones,HX34 1YJ,1cb77a6ede8a7a1a6c2fcfd47f909742,93399,RIASPC,10,GDCCA06249073,2023-05-05,RIASPC,270.62,,2023-05-09,Rias,AUTO,Confirmed,Comprehensive,Ageas RIAS,2023-01-21,2024-01-21
Denise Barrett,HX49 8NF,58fd374c151fa79d03de4f72c5c1766e,290880,RIASPC,6,GDCCA02704006,2023-05-02,RIASPC,754.04,0.00,2023-05-03,Rias,AUTO,Renewed,Comprehensive,Ageas RIAS,2019-09-25,2023-09-25
Denise Barrett,HX49 8NF,58fd374c151fa79d03de4f72c5c1766e,290880,RIASPC,6,GDCCA02704006,2023-05-02,RIASPC,754.04,,2023-05-03,Rias,AUTO,Renewed,Comprehensive,Ageas RIAS,2019-09-25,2023-09-25
Lydia Williams,HX4E 8DN,9fc1199996e0b1563bb309ba09fae555,522683,AgeasDirectPC,9,GDCCA06984937,2023-05-02,AgeasDirectPC,1441.85,,2023-05-09,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-04-27,2024-04-27
Pauline Atkinson,HX4P 5WL,75c10dbbd7da8fab98d85f00b9c9f293,384713,AgeasDirectPC,14,GDCCA06492875,2023-05-01,AgeasDirectPC,1340.17,,2023-05-01,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2022-09-08,2023-09-08
Samuel Douglas,HX6 8XL,d426ba4774d9367703842bdfbac2d66f,693397,AgeasDirectPC,51,GDCCA06988463,2023-05-04,AgeasDirectPC,414.63,0.00,2023-05-15,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-05-14,2024-05-14
Samuel Douglas,HX6 8XL,d426ba4774d9367703842bdfbac2d66f,693397,AgeasDirectPC,51,GDCCA06988463,2023-05-04,AgeasDirectPC,414.63,,2023-05-15,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-05-14,2024-05-14
Samuel Douglas,HX6 8XL,d426ba4774d9367703842bdfbac2d66f,693397,AgeasDirectPC,51,GDCCA06988463,2023-05-04,AgeasDirectPC,414.63,0.00,2023-05-15,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-05-14,2024-05-14
Ashley Clayton,HX60 0QE,76cd87ad5784b892ed3c6d327179eb17,388097,AgeasDirectPC,11,GDCCA02391346,2023-05-05,AgeasDirectPC,174.85,,2023-05-21,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2019-05-18,2024-05-18
Ashley Clayton,HX60 0QE,76cd87ad5784b892ed3c6d327179eb17,388097,AgeasDirectPC,11,GDCCA02391346,2023-05-05,AgeasDirectPC,121.98,,2023-05-21,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2019-05-18,2024-05-18
Duncan Cooper,HX66 2GY,7af17e65e0e15e366fe5f89ed8996c23,401971,AgeasDirectPC,8,GDCCA06987851,2023-05-03,AgeasDirectPC,1364.07,,2023-05-04,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-05-02,2024-05-02
Arthur Warner,HX6N 0AW,18403b4c6b3ca091a2651c9e95c7b476,78862,AgeasDirectPC,46,GDCCA06987964,2023-05-04,AgeasDirectPC,204.99,,2023-05-10,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-05-03,2024-05-03
Arthur Warner,HX6N 0AW,18403b4c6b3ca091a2651c9e95c7b476,78862,AgeasDirectPC,46,GDCCA06987964,2023-05-04,AgeasDirectPC,204.99,,2023-05-03,AgeasDirect,AUTO,Quotation,Comprehensive,Ageas,2023-05-03,2024-05-03
Louis Howard,HX7 6HY,01d69007be15d21a2ff4df8a3b29e807,6072,AgeasDirectPC,6,GDCCA04896300,2023-05-05,AgeasDirectPC,403.74,,2023-05-10,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2021-02-08,2024-02-08
Barbara Bailey,HX77 0TQ,d7eb921f3f329f12165091a7eae984e0,705546,AgeasDirectPC,10,GDCCA06477495,2023-05-04,AgeasDirectPC,708.06,,2023-05-05,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2022-08-10,2023-08-10
Barbara Bailey,HX77 0TQ,d7eb921f3f329f12165091a7eae984e0,705546,AgeasDirectPC,10,GDCCA06477495,2023-05-04,AgeasDirectPC,458.95,,2023-05-05,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2022-08-10,2023-08-10
Barbara Bailey,HX77 0TQ,d7eb921f3f329f12165091a7eae984e0,705546,AgeasDirectPC,10,GDCCA06477495,2023-05-04,AgeasDirectPC,708.06,,2023-05-05,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2022-08-10,2023-08-10
Barbara Bailey,HX77 0TQ,d7eb921f3f329f12165091a7eae984e0,705546,AgeasDirectPC,10,GDCCA06477495,2023-05-04,AgeasDirectPC,708.06,,2023-05-05,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2022-08-10,2023-08-10
Barbara Bailey,HX77 0TQ,d7eb921f3f329f12165091a7eae984e0,705546,AgeasDirectPC,10,GDCCA06477495,2023-05-04,AgeasDirectPC,708.06,,2023-05-05,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2022-08-10,2023-08-10
Sharon Lee,HX7B 6DF,43cc317664725a5ccadf74d78dc66173,221401,RIASPC,15,GDCCA06215462,2023-05-02,RIASPC,190.58,,2023-05-30,Rias,AUTO,Renewed,Comprehensive,Ageas RIAS,2022-05-29,2024-05-29
Sharon Lee,HX7B 6DF,43cc317664725a5ccadf74d78dc66173,221401,RIASPC,15,GDCCA06215462,2023-05-03,RIASPC,190.58,,2023-05-30,Rias,AUTO,Renewed,Comprehensive,Ageas RIAS,2022-05-29,2024-05-29
Sharon Lee,HX7B 6DF,43cc317664725a5ccadf74d78dc66173,221401,RIASPC,15,GDCCA06215462,2023-05-02,RIASPC,191.65,,2023-05-30,Rias,AUTO,Renewed,Comprehensive,Ageas RIAS,2022-05-29,2024-05-29
Sharon Lee,HX7B 6DF,43cc317664725a5ccadf74d78dc66173,221401,RIASPC,15,GDCCA06215462,2023-05-02,RIASPC,191.65,,2023-05-30,Rias,AUTO,Renewed,Comprehensive,Ageas RIAS,2022-05-29,2024-05-29
Sharon Lee,HX7B 6DF,43cc317664725a5ccadf74d78dc66173,221401,RIASPC,15,GDCCA06215462,2023-05-02,RIASPC,191.65,,2023-05-30,Rias,AUTO,Renewed,Comprehensive,Ageas RIAS,2022-05-29,2024-05-29
Sharon Lee,HX7B 6DF,43cc317664725a5ccadf74d78dc66173,221401,RIASPC,15,GDCCA06215462,2023-05-02,RIASPC,191.65,,2023-05-30,Rias,AUTO,Renewed,Comprehensive,Ageas RIAS,2022-05-29,2024-05-29
Sharon Lee,HX7B 6DF,43cc317664725a5ccadf74d78dc66173,221401,RIASPC,15,GDCCA06215462,2023-05-02,RIASPC,191.65,,2023-05-30,Rias,AUTO,Renewed,Comprehensive,Ageas RIAS,2022-05-29,2024-05-29
Sharon Lee,HX7B 6DF,43cc317664725a5ccadf74d78dc66173,221401,RIASPC,15,GDCCA06215462,2023-05-02,RIASPC,191.65,,2023-05-30,Rias,AUTO,Renewed,Comprehensive,Ageas RIAS,2022-05-29,2024-05-29
Stephanie Norman,HX9P 2ZW,295d865b31424a40450d3dc495723c44,134697,AgeasDirectPC,6,GDCCA06527154,2023-05-05,AgeasDirectPC,655.77,,2023-05-06,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-01-08,2024-01-08
Stephanie Norman,HX9P 2ZW,295d865b31424a40450d3dc495723c44,134697,AgeasDirectPC,6,GDCCA06527154,2023-05-05,AgeasDirectPC,655.77,0.00,2023-05-06,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-01-08,2024-01-08
Valerie Dunn,IG0 9PF,b8c206095910f4cad24b4bf6fc1e972e,603969,AgeasDirectPC,10,GDCCA06982725,2023-05-02,AgeasDirectPC,254.04,,2023-05-20,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-05-19,2024-05-19
Valerie Dunn,IG0 9PF,b8c206095910f4cad24b4bf6fc1e972e,603969,AgeasDirectPC,10,GDCCA06982725,2023-05-04,AgeasDirectPC,254.04,,2023-05-20,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-05-19,2024-05-19
Claire Cooper,IG1 5BT,95b8b377f50287b918af559beebef359,489693,AgeasDirectPC,39,GDCCA06987748,2023-05-02,AgeasDirectPC,224.54,0.00,2023-05-20,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-05-19,2024-05-19
Claire Cooper,IG1 5BT,95b8b377f50287b918af559beebef359,489693,AgeasDirectPC,39,ACE074882-01,2023-05-01,MotorPanel,,561.13,2023-05-20,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-05-19,2024-05-19
Vincent Cooper,IG1X 9QU,1958bd31a28c6bd8afef03dbba4d129c,82450,AgeasDirectPC,9,GDCCA06179195,2023-05-05,AgeasDirectPC,292.63,,2023-05-06,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2022-04-09,2024-04-09
Vincent Cooper,IG1X 9QU,1958bd31a28c6bd8afef03dbba4d129c,82450,AgeasDirectPC,9,GDCCA06179195,2023-05-05,AgeasDirectPC,292.63,,2023-05-06,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2022-04-09,2024-04-09
Vincent Cooper,IG1X 9QU,1958bd31a28c6bd8afef03dbba4d129c,82450,AgeasDirectPC,9,GDCCA06179195,2023-05-05,AgeasDirectPC,292.63,,2023-05-06,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2022-04-09,2024-04-09
Martyn Edwards,IG2 9WS,8c90dc78500ea0fad3e659feeb040ac8,459752,RIASPC,6,GDCCA05076240,2023-05-01,RIASPC,179.17,0.00,2023-05-18,Rias,AUTO,Renewed,Comprehensive,Ageas RIAS,2022-01-21,2024-01-21
Martyn Edwards,IG2 9WS,8c90dc78500ea0fad3e659feeb040ac8,459752,RIASPC,6,GDCCA05076240,2023-05-01,RIASPC,179.17,,2023-05-18,Rias,AUTO,Renewed,Comprehensive,Ageas RIAS,2022-01-21,2024-01-21
Martyn Edwards,IG2 9WS,8c90dc78500ea0fad3e659feeb040ac8,459752,RIASPC,6,ACB339336-02,2023-05-01,MotorPanel,,0.00,2023-05-18,Rias,AUTO,Renewed,Comprehensive,Ageas RIAS,2022-01-21,2024-01-21
Anna Evans,IG30 8LB,13fb27e2e403e0dc3650ff5ea911a8e0,65102,AgeasDirectPC,22,ACE295465-13,2023-05-03,MotorPanel,,0.00,2023-05-19,AgeasDirect,AUTO,Quotation,Comprehensive,Ageas,2023-06-16,2024-06-16
Anna Evans,IG30 8LB,13fb27e2e403e0dc3650ff5ea911a8e0,65102,AgeasDirectPC,22,ACE295465-13,2023-05-03,MotorPanel,,0.00,2023-05-21,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-06-13,2024-06-13
Anna Evans,IG30 8LB,13fb27e2e403e0dc3650ff5ea911a8e0,65102,AgeasDirectPC,22,ACE295465-12,2023-05-03,MotorPanel,,0.00,2023-05-19,AgeasDirect,AUTO,Quotation,Comprehensive,Ageas,2023-06-16,2024-06-16
Anna Evans,IG30 8LB,13fb27e2e403e0dc3650ff5ea911a8e0,65102,AgeasDirectPC,22,ACE295465-12,2023-05-03,MotorPanel,,0.00,2023-05-21,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-06-13,2024-06-13
Elaine Arnold,IG44 9YB,2c82932353943f5c81a7127b90d150ca,145153,AgeasDirectPC,75,GDCCA06498757,2023-05-05,AgeasDirectPC,1100.77,,2023-05-06,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2022-09-23,2023-09-23
Elaine Arnold,IG44 9YB,2c82932353943f5c81a7127b90d150ca,145153,AgeasDirectPC,75,GDCCA06498757,2023-05-05,AgeasDirectPC,865.23,,2023-05-06,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2022-09-23,2023-09-23
Elaine Arnold,IG44 9YB,2c82932353943f5c81a7127b90d150ca,145153,AgeasDirectPC,75,GDCCA06498757,2023-05-05,AgeasDirectPC,1094.37,0.00,2023-05-06,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2022-09-23,2023-09-23
Elaine Arnold,IG44 9YB,2c82932353943f5c81a7127b90d150ca,145153,AgeasDirectPC,75,GDCCA06498757,2023-05-05,AgeasDirectPC,1100.77,,2023-05-06,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2022-09-23,2023-09-23
Elaine Arnold,IG44 9YB,2c82932353943f5c81a7127b90d150ca,145153,AgeasDirectPC,75,GDCCA06498757,2023-05-05,AgeasDirectPC,1100.77,,2023-05-06,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2022-09-23,2023-09-23
Elaine Arnold,IG44 9YB,2c82932353943f5c81a7127b90d150ca,145153,AgeasDirectPC,75,GDCCA06498757,2023-05-05,AgeasDirectPC,1100.77,,2023-05-06,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2022-09-23,2023-09-23
Elaine Arnold,IG44 9YB,2c82932353943f5c81a7127b90d150ca,145153,AgeasDirectPC,75,GDCCA06498757,2023-05-05,AgeasDirectPC,1094.37,0.00,2023-05-06,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2022-09-23,2023-09-23
Elaine Arnold,IG44 9YB,2c82932353943f5c81a7127b90d150ca,145153,AgeasDirectPC,75,GDCCA06498757,2023-05-05,AgeasDirectPC,865.23,,2023-05-06,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2022-09-23,2023-09-23
Claire Wilson,IG5R 1GQ,9c985ff842f178af46280994bf9589c4,512397,AgeasDirectPC,34,GDCCA06989910,2023-05-04,AgeasDirectPC,438.39,,2023-05-10,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-05-10,2024-05-10
Marcus Cox,IG60 4HR,085e539def5435e443c6fb5c4a8bf995,27354,RIASPC,29,GDCCA02218844,2023-05-05,RIASPC,598.71,0.00,2023-05-17,Rias,AUTO,In The Renewal Cycle,Comprehensive,Ageas RIAS,2018-06-12,2023-06-12
Marcus Cox,IG60 4HR,085e539def5435e443c6fb5c4a8bf995,27354,RIASPC,29,GDCCA02218844,2023-05-05,RIASPC,598.71,0.00,2023-05-17,Rias,AUTO,In The Renewal Cycle,Comprehensive,Ageas RIAS,2018-06-12,2023-06-12
Marcus Cox,IG60 4HR,085e539def5435e443c6fb5c4a8bf995,27354,RIASPC,29,GDCCA02218844,2023-05-05,RIASPC,598.71,,2023-05-17,Rias,AUTO,In The Renewal Cycle,Comprehensive,Ageas RIAS,2018-06-12,2023-06-12
Marcus Cox,IG60 4HR,085e539def5435e443c6fb5c4a8bf995,27354,RIASPC,29,GDCCA02218844,2023-05-05,RIASPC,598.71,,2023-05-17,Rias,AUTO,In The Renewal Cycle,Comprehensive,Ageas RIAS,2018-06-12,2023-06-12
Marcus Cox,IG60 4HR,085e539def5435e443c6fb5c4a8bf995,27354,RIASPC,29,GDCCA02218844,2023-05-05,RIASPC,598.71,0.00,2023-05-17,Rias,AUTO,In The Renewal Cycle,Comprehensive,Ageas RIAS,2018-06-12,2023-06-12
Marcus Cox,IG60 4HR,085e539def5435e443c6fb5c4a8bf995,27354,RIASPC,29,GDCCA02218844,2023-05-04,RIASPC,598.71,,2023-05-17,Rias,AUTO,In The Renewal Cycle,Comprehensive,Ageas RIAS,2018-06-12,2023-06-12
Marcus Cox,IG60 4HR,085e539def5435e443c6fb5c4a8bf995,27354,RIASPC,29,GDCCA02218844,2023-05-05,RIASPC,598.71,,2023-05-17,Rias,AUTO,In The Renewal Cycle,Comprehensive,Ageas RIAS,2018-06-12,2023-06-12
Clive Morgan,IG6A 6BW,3c55cd960215b7142e64b05dd30ef934,197265,AgeasDirectPC,31,GDCCA05883118,2023-05-05,AgeasDirectPC,1009.47,,2023-05-25,AgeasDirect,AUTO,In The Renewal Cycle,Comprehensive,Ageas,2021-06-30,2023-06-30
Clive Morgan,IG6A 6BW,3c55cd960215b7142e64b05dd30ef934,197265,AgeasDirectPC,31,GDCCA05883118,2023-05-05,AgeasDirectPC,1009.47,0.00,2023-05-25,AgeasDirect,AUTO,In The Renewal Cycle,Comprehensive,Ageas,2021-06-30,2023-06-30
Jayne Price,IG7 6ET,8c3b97f5cf83e59ec661887a351436db,458681,AgeasDirectPC,9,GDCCA06446874,2023-05-03,AgeasDirectPC,348.28,,2023-05-25,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2022-06-09,2024-06-09
Sara Powell,IG8 5QF,6ccd4b9099bba0f1c6d34629f4a54cd6,355457,AgeasDirectPC,141,ACE358945-01,2023-05-02,MotorPanel,,0.00,2023-05-19,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-06-01,2024-06-01
Stephanie Davis,IG89 0RZ,8c889c28facc912d3956d8447cf79682,459655,AgeasDirectPC,14,ACE414236-08,2023-05-03,MotorPanel,,0.00,2023-05-21,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-06-02,2024-06-02
Jasmine Brown,IG9 8UH,8df2eb736498b8879b9f3f86bf8bf94e,464199,AgeasDirectPC,6,ACE057464-08,2023-05-01,MotorPanel,,0.00,2023-05-13,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2022-04-08,2024-04-08
Sheila Mitchell,IM0 2YW,5e7ecd6c339c29f6fba9095752b39108,308893,AgeasDirectPC,6,GDCCA06985178,2023-05-05,AgeasDirectPC,1026.42,,2023-05-06,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-04-28,2024-04-28
Sheila Mitchell,IM0 2YW,5e7ecd6c339c29f6fba9095752b39108,308893,AgeasDirectPC,6,GDCCA06985178,2023-05-03,AgeasDirectPC,1026.42,,2023-05-06,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-04-28,2024-04-28
Robin Sharpe,IM0 9TJ,b6d8d8ac7fde8a2716bc4437d072dfe8,597737,AgeasDirectPC,52,GDCCA06454778,2023-05-05,AgeasDirectPC,672.95,,2023-05-15,AgeasDirect,AUTO,In The Renewal Cycle,Comprehensive,Ageas,2022-06-11,2023-06-11
Georgia Donnelly,IM11 9XU,6f9715652f9ae3d0ab2b077e484807cd,364668,RIASPC,6,GDCCA06216207,2023-05-03,RIASPC,341.05,,2023-05-31,Rias,AUTO,Renewed,Comprehensive,Ageas RIAS,2022-06-08,2024-06-08
